date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:49	1799/1799	---MCZ	200	added ('OK')	text/plain	etag:W/%222c13-6125e804b4ee7%22	https://www.dominos.co.in/robots.txt		(from )
10:32:49	105005/105005	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/index.html	(from )
10:32:49	497/497	---M--	200	added ('OK')	application/json	etag:%221f1-6125e804a8b97%22	https://www.dominos.co.in/notifyvisitors_push/chrome/manifest.json	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/notifyvisitors_push/chrome/manifest.json	(from https://www.dominos.co.in/)
10:32:50	1569/1569	---M--	200	added ('OK')	text/javascript	date:Fri,%2030%20Jun%202023%2018:58:00%20GMT	https://www.google-analytics.com/plugins/ua/linkid.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.google-analytics.com/plugins/ua/linkid.js	(from https://www.dominos.co.in/)
10:32:51	230354/230354	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2007%20Aug%202024%2005:02:53%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/connect.facebook.net/en_US/fbevents.js	(from https://www.dominos.co.in/)
10:32:51	46475/46475	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a65c1296ae61e285964d37221722a736%22	https://d2r1yp2w7bby2u.cloudfront.net/js/a.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/d2r1yp2w7bby2u.cloudfront.net/js/a.js	(from https://www.dominos.co.in/)
10:32:53	49706/49706	---M-Z	200	added ('OK')	application/javascript	etag:%22044982565d5da1:0%22	http://bat.bing.com/bat.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/bat.bing.com/bat.js	(from https://www.dominos.co.in/)
10:32:55	3529/3529	---MCZ	200	added ('OK')	application/javascript	etag:W/%226148804e-dc9%22	http://cdn.notifyvisitors.com/js/notify-visitors-1.0.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/cdn.notifyvisitors.com/js/notify-visitors-1.0.js	(from https://www.dominos.co.in/)
10:32:55	250/250	---M--	302	error ('Found')	text/html	date:Wed,%2007%20Aug%202024%2005:02:58%20GMT	http://www.googletagmanager.com/gtm.js?id=GTM-MW6ZCB	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.googletagmanager.com/gtm.91b1d.delayed	(from https://www.dominos.co.in/)
10:32:56	57671/57671	---M-Z	200	added ('OK')	application/javascript	etag:%22bbbcf811d8437a575d796a4c1e5d4fad+gzip+gzip%22	http://static.ads-twitter.com/uwt.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/static.ads-twitter.com/uwt.js	(from https://www.dominos.co.in/)
10:32:57	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.google-analytics.com/analytics.js	(from https://www.dominos.co.in/)
10:32:58	54600/54600	---M--	200	added ('OK')	text/javascript	etag:10320406913158679654	http://www.googleadservices.com/pagead/conversion_async.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.googleadservices.com/pagead/f.txt	(from https://www.dominos.co.in/)
10:33:00	2005/2005	---M-Z	200	added ('OK')	text/css	etag:%225eb03ffd-7d5%22	https://cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.8.2/tiny-slider.css	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.8.2/tiny-slider.css	(from https://www.dominos.co.in/)
10:33:01	28824/28824	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ffd-7098%22	https://cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.8.2/min/tiny-slider.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/cdnjs.cloudflare.com/ajax/libs/tiny-slider/2.8.2/min/tiny-slider.js	(from https://www.dominos.co.in/)
10:33:01	82023/82023	---M-Z	200	added ('OK')	text/css	etag:%2261498362-4221%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta2/css/all.min.css	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta2/css/all.min.css	(from https://www.dominos.co.in/)
10:33:01	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2007%20Aug%202024%2005:03:04%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.googletagmanager.com/gtm.e5445.delayed	(from https://www.dominos.co.in/)
10:33:02	506775/506775	---MC-	200	added ('OK')	application/javascript	date:Wed,%2007%20Aug%202024%2003:00:00%20GMT	https://www.googletagmanager.com/gtm.js?id=GTM-MW6ZCB	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.googletagmanager.com/gtm1b1d.js	(from https://www.dominos.co.in/)
10:33:03	18637/18637	---MCZ	200	added ('OK')	text/css	etag:W/%2248cd-6125e804b4ee7%22	https://www.dominos.co.in/styles/style1.css	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/styles/style1.css	(from https://www.dominos.co.in/)
10:33:04	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/code.jquery.com/jquery-3.6.0.min.js	(from https://www.dominos.co.in/)
10:33:04	529062/529062	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-812a6%22	https://code.jquery.com/ui/1.13.1/jquery-ui.js	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/code.jquery.com/ui/1.13.1/jquery-ui.js	(from https://www.dominos.co.in/)
10:33:04	607/607	---M--	200	added ('OK')	image/png	etag:%2225f-6125e8049ef57%22	https://www.dominos.co.in/assets/Close.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Close.png	(from https://www.dominos.co.in/)
10:33:05	6242/6242	---M--	200	added ('OK')	image/png	etag:%221862-6125e8049ef57%22	https://www.dominos.co.in/assets/Logo.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Logo.png	(from https://www.dominos.co.in/)
10:33:05	113686/113686	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu.html	(from https://www.dominos.co.in/)
10:33:05	127664/127664	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/gift-vouchers	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/gift-vouchers.html	(from https://www.dominos.co.in/)
10:33:06	106524/106524	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/virtual-pizza-party	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/virtual-pizza-party.html	(from https://www.dominos.co.in/)
10:33:06	34485/34485	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:09%20GMT	https://www.dominos.co.in/store-locations/	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/index.html	(from https://www.dominos.co.in/)
10:33:06	139009/139009	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/contact	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/contact.html	(from https://www.dominos.co.in/)
10:33:06	1002/1002	---M--	200	added ('OK')	image/png	etag:%223ea-6125e8049ef57%22	https://www.dominos.co.in/assets/Home.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Home.png	(from https://www.dominos.co.in/)
10:33:06	840/840	---M--	200	added ('OK')	image/png	etag:%22348-6125e804a6487%22	https://www.dominos.co.in/assets/side_menu.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/side_menu.png	(from https://www.dominos.co.in/)
10:33:07	896/896	---M--	200	added ('OK')	image/png	etag:%22380-6125e8049ef57%22	https://www.dominos.co.in/assets/Gift_Card.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Gift_Card.png	(from https://www.dominos.co.in/)
10:33:07	248/248	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Aug%202024%2005:03:10%20GMT	https://www.dominos.co.in/store-location	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-location	(from https://www.dominos.co.in/)
10:33:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Aug%202024%2005:03:10%20GMT	http://www.dominos.co.in/store-location/	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-location/index.html	(from https://www.dominos.co.in/)
10:33:08	1211/1211	---M--	200	added ('OK')	image/png	etag:%224bb-6125e804a3d77%22	https://www.dominos.co.in/assets/Store_Finder.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Store_Finder.png	(from https://www.dominos.co.in/)
10:33:08	144487/144487	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/bday-party	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/bday-party.html	(from https://www.dominos.co.in/)
10:33:08	1042/1042	---M--	200	added ('OK')	image/png	etag:%22412-6125e8049ef57%22	https://www.dominos.co.in/assets/Birthday_party.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Birthday_party.png	(from https://www.dominos.co.in/)
10:33:09	95547/95547	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/wedding	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/wedding.html	(from https://www.dominos.co.in/)
10:33:09	1424/1424	---M--	200	added ('OK')	image/png	etag:%22590-6125e8049ef57%22	https://www.dominos.co.in/assets/Coporate_orders.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Coporate_orders.png	(from https://www.dominos.co.in/)
10:33:09	238/238	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Aug%202024%2005:03:12%20GMT	https://www.dominos.co.in/blog	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/blog	(from https://www.dominos.co.in/)
10:33:09	1059/1059	---M--	200	added ('OK')	image/png	etag:%22423-6125e8049ef57%22	https://www.dominos.co.in/assets/Blog.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Blog.png	(from https://www.dominos.co.in/)
10:33:10	1584/1584	---M--	200	added ('OK')	image/png	etag:%22630-6125e8049ef57%22	https://www.dominos.co.in/assets/Investor.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Investor.png	(from https://www.dominos.co.in/)
10:33:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Aug%202024%2005:03:12%20GMT	http://www.dominos.co.in/blog/	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/blog/index.html	(from https://www.dominos.co.in/)
10:33:10	287666/287666	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/feedback	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/feedback.html	(from https://www.dominos.co.in/)
10:33:10	759/759	---M--	200	added ('OK')	image/png	etag:%222f7-6125e8049ef57%22	https://www.dominos.co.in/assets/Feedback.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Feedback.png	(from https://www.dominos.co.in/)
10:33:10	924/924	---M--	200	added ('OK')	image/png	etag:%2239c-6125e8049ef57%22	https://www.dominos.co.in/assets/Contact.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Contact.png	(from https://www.dominos.co.in/)
10:33:11	105049/105049	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/advertisement	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/advertisement.html	(from https://www.dominos.co.in/)
10:33:11	810/810	---M--	200	added ('OK')	image/png	etag:%2232a-6125e8049ef57%22	https://www.dominos.co.in/assets/Add.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Add.png	(from https://www.dominos.co.in/)
10:33:11	17576/17576	---M--	200	added ('OK')	image/png	etag:%2244a8-6125e804a3d77%22	https://www.dominos.co.in/assets/header_bg.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/header_bg.png	(from https://www.dominos.co.in/)
10:33:12	67915/67915	---M--	200	added ('OK')	image/jpeg	etag:%221094b-6125e804a3d77%22	https://www.dominos.co.in/assets/banner_brand_20210922.jpg	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/banner_brand_20210922.jpg	(from https://www.dominos.co.in/)
10:33:12	45433/45433	---M--	200	added ('OK')	image/png	etag:%22b179-6125e8049ef57%22	https://www.dominos.co.in/assets/Banner_sticky.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/Banner_sticky.png	(from https://www.dominos.co.in/)
10:33:12	2130/2130	---M--	200	added ('OK')	image/png	etag:%22852-6125e804a6487%22	https://www.dominos.co.in/assets/slider_arrow_left.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/slider_arrow_left.png	(from https://www.dominos.co.in/)
10:33:12	2144/2144	---M--	200	added ('OK')	image/png	etag:%22860-6125e804a6487%22	https://www.dominos.co.in/assets/slider_arrow_right.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/slider_arrow_right.png	(from https://www.dominos.co.in/)
10:33:12	1938/1938	---M--	200	added ('OK')	image/png	etag:%22792-6125e804a3d77%22	https://www.dominos.co.in/assets/menu.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/menu.png	(from https://www.dominos.co.in/)
10:33:13	2906/2906	---M--	200	added ('OK')	image/png	etag:%22b5a-6125e804a6487%22	https://www.dominos.co.in/assets/store.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/store.png	(from https://www.dominos.co.in/)
10:33:13	3978/3978	---M--	200	added ('OK')	image/png	etag:%22f8a-6125e804a3d77%22	https://www.dominos.co.in/assets/birthday.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/birthday.png	(from https://www.dominos.co.in/)
10:33:13	2755/2755	---M--	200	added ('OK')	image/png	etag:%22ac3-6125e804a3d77%22	https://www.dominos.co.in/assets/catering.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/catering.png	(from https://www.dominos.co.in/)
10:33:13	37614/37614	---M--	200	added ('OK')	image/png	etag:%2292ee-6125e804a3d77%22	https://www.dominos.co.in/assets/new_app_img.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/new_app_img.png	(from https://www.dominos.co.in/)
10:33:14	6886/6886	---M--	200	added ('OK')	image/png	etag:%221ae6-6125e804a6487%22	https://www.dominos.co.in/assets/play_store.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/play_store.png	(from https://www.dominos.co.in/)
10:33:14	5382/5382	---M--	200	added ('OK')	image/png	etag:%221506-6125e804a3d77%22	https://www.dominos.co.in/assets/app_store.png	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/assets/app_store.png	(from https://www.dominos.co.in/)
10:33:14	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:17%20GMT	https://www.dominos.co.in/store-locations/chennai	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/chennai	(from https://www.dominos.co.in/)
10:33:14	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:17%20GMT	https://www.dominos.co.in/store-locations/hyderabad	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/hyderabad	(from https://www.dominos.co.in/)
10:33:14	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:17%20GMT	https://www.dominos.co.in/store-locations/bangalore	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/bangalore	(from https://www.dominos.co.in/)
10:33:15	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:17%20GMT	https://www.dominos.co.in/store-locations/kolkata	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/kolkata	(from https://www.dominos.co.in/)
10:33:15	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:18%20GMT	https://www.dominos.co.in/store-locations/mumbai	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/mumbai	(from https://www.dominos.co.in/)
10:33:15	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:18%20GMT	https://www.dominos.co.in/store-locations/new-delhi	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/new-delhi	(from https://www.dominos.co.in/)
10:33:15	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:18%20GMT	https://www.dominos.co.in/store-locations/ahmedabad	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/ahmedabad	(from https://www.dominos.co.in/)
10:33:16	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:18%20GMT	https://www.dominos.co.in/store-locations/pune	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/pune	(from https://www.dominos.co.in/)
10:33:16	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:18%20GMT	https://www.dominos.co.in/store-locations/goa	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/goa	(from https://www.dominos.co.in/)
10:33:16	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:19%20GMT	https://www.dominos.co.in/store-locations/jaipur	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/jaipur	(from https://www.dominos.co.in/)
10:33:16	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:19%20GMT	https://www.dominos.co.in/store-locations/chandigarh	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/chandigarh	(from https://www.dominos.co.in/)
10:33:16	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:19%20GMT	https://www.dominos.co.in/store-locations/lucknow	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/lucknow	(from https://www.dominos.co.in/)
10:33:17	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:19%20GMT	https://www.dominos.co.in/store-locations/mysore	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/mysore	(from https://www.dominos.co.in/)
10:33:17	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:20%20GMT	https://www.dominos.co.in/store-locations/patna	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/patna	(from https://www.dominos.co.in/)
10:33:17	34477/34477	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2007%20Aug%202024%2005:03:20%20GMT	https://www.dominos.co.in/store-locations/guwahati	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/store-locations/guwahati	(from https://www.dominos.co.in/)
10:33:18	133848/133848	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/veg-pizzas	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/veg-pizzas.html	(from https://www.dominos.co.in/)
10:33:18	128466/128466	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/non-veg-pizzas	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/non-veg-pizzas.html	(from https://www.dominos.co.in/)
10:33:18	121330/121330	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/pasta	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/pasta.html	(from https://www.dominos.co.in/)
10:33:19	121547/121547	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/choice-of-crusts	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/choice-of-crusts.html	(from https://www.dominos.co.in/)
10:33:19	118005/118005	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/beverages	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/beverages.html	(from https://www.dominos.co.in/)
10:33:19	129520/129520	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/pizza-mania	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/pizza-mania.html	(from https://www.dominos.co.in/)
10:33:20	120599/120599	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/burger-pizza	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/burger-pizza.html	(from https://www.dominos.co.in/)
10:33:20	136138/136138	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/veg-pizzas/farm-house	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/veg-pizzas/farm-house.html	(from https://www.dominos.co.in/)
10:33:20	134537/134537	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/veg-pizzas/margherita	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/veg-pizzas/margherita.html	(from https://www.dominos.co.in/)
10:33:20	127630/127630	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/veg-pizzas/cheese-n-corn	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/veg-pizzas/cheese-n-corn.html	(from https://www.dominos.co.in/)
10:33:21	131701/131701	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/veg-pizzas/double-cheese-margherita	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/veg-pizzas/double-cheese-margherita.html	(from https://www.dominos.co.in/)
10:33:21	130534/130534	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/veg-pizzas/paneer-makhani	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/veg-pizzas/paneer-makhani.html	(from https://www.dominos.co.in/)
10:33:21	120243/120243	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/side-orders/lava-cake	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/side-orders/lava-cake.html	(from https://www.dominos.co.in/)
10:33:22	117821/117821	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/chicken/roasted-chicken-wings-peri-peri	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/chicken/roasted-chicken-wings-peri-peri.html	(from https://www.dominos.co.in/)
10:33:22	116834/116834	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/side-orders/garlic-breadsticks	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/side-orders/garlic-breadsticks.html	(from https://www.dominos.co.in/)
10:33:23	125370/125370	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/side-orders/stuffed-garlic-bread	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/side-orders/stuffed-garlic-bread.html	(from https://www.dominos.co.in/)
10:33:23	118403/118403	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/side-orders/veg-parcel	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/side-orders/veg-parcel.html	(from https://www.dominos.co.in/)
10:33:23	117641/117641	---M-Z	200	added ('OK')	text/html	date:Tue,%2027%20Feb%202024%2015:15:48%20GMT	https://www.dominos.co.in/menu/choice-of-crusts/fresh-pan-pizza	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/mansoor/www.dominos.co.in/menu/choice-of-crusts/fresh-pan-pizza.html	(from https://www.dominos.co.in/)
